Id,SalePrice
1212,188985.7142857143
1213,92870.48648648648
1214,92870.48648648648
1215,118957.03314917127
1216,118957.03314917127
1217,183453.16666666666
1218,239884.04761904763
1219,92870.48648648648
1220,118957.03314917127
1221,118957.03314917127
1222,118957.03314917127
1223,138338.4794520548
1224,152859.30909090908
1225,148728.75
1226,118957.03314917127
1227,183453.16666666666
1228,118957.03314917127
1229,329724.25
1230,138338.4794520548
1231,152859.30909090908
1232,147882.0636942675
1233,92870.48648648648
1234,147882.0636942675
1235,138338.4794520548
1236,138338.4794520548
1237,179554.82926829267
1238,228631.8524590164
1239,147882.0636942675
1240,264676.0
1241,228631.8524590164
1242,223015.1724137931
1243,179554.82926829267
1244,395155.4
1245,188985.7142857143
1246,183453.16666666666
1247,179554.82926829267
1248,147882.0636942675
1249,183453.16666666666
1250,118957.03314917127
1251,253367.05263157896
1252,194605.75
1253,118957.03314917127
1254,228631.8524590164
1255,179554.82926829267
1256,118957.03314917127
1257,344679.84210526315
1258,118957.03314917127
1259,179554.82926829267
1260,147882.0636942675
1261,183453.16666666666
1262,147882.0636942675
1263,138338.4794520548
1264,183453.16666666666
1265,147882.0636942675
1266,179554.82926829267
1267,169500.0
1268,395155.4
1269,538000.0
1270,138338.4794520548
1271,179554.82926829267
1272,183453.16666666666
1273,118957.03314917127
1274,147882.0636942675
1275,118957.03314917127
1276,152859.30909090908
1277,183453.16666666666
1278,183453.16666666666
1279,294608.4827586207
1280,92870.48648648648
1281,223015.1724137931
1282,179554.82926829267
1283,147882.0636942675
1284,138338.4794520548
1285,229750.0
1286,138338.4794520548
1287,147882.0636942675
1288,152859.30909090908
1289,264676.0
1290,239884.04761904763
1291,147882.0636942675
1292,118957.03314917127
1293,229750.0
1294,179554.82926829267
1295,118957.03314917127
1296,147882.0636942675
1297,147882.0636942675
1298,118957.03314917127
1299,184750.0
1300,147882.0636942675
1301,228631.8524590164
1302,138338.4794520548
1303,294608.4827586207
1304,223015.1724137931
1305,148728.75
1306,282572.0
1307,194605.75
1308,147882.0636942675
1309,118957.03314917127
1310,147882.0636942675
1311,253367.05263157896
1312,179554.82926829267
1313,294608.4827586207
1314,446555.05263157893
1315,92870.48648648648
1316,183453.16666666666
1317,264676.0
1318,179554.82926829267
1319,264676.0
1320,92870.48648648648
1321,183453.16666666666
1322,92870.48648648648
1323,228631.8524590164
1324,92870.48648648648
1325,264676.0
1326,92870.48648648648
1327,92870.48648648648
1328,118957.03314917127
1329,183453.16666666666
1330,179554.82926829267
1331,264676.0
1332,118957.03314917127
1333,92870.48648648648
1334,118957.03314917127
1335,118957.03314917127
1336,147882.0636942675
1337,152859.30909090908
1338,92870.48648648648
1339,228631.8524590164
1340,118957.03314917127
1341,92870.48648648648
1342,147882.0636942675
1343,294608.4827586207
1344,183453.16666666666
1345,179554.82926829267
1346,92870.48648648648
1347,253367.05263157896
1348,264676.0
1349,223015.1724137931
1350,294608.4827586207
1351,152859.30909090908
1352,183453.16666666666
1353,118957.03314917127
1354,538000.0
1355,228631.8524590164
1356,228631.8524590164
1357,118957.03314917127
1358,147882.0636942675
1359,183453.16666666666
1360,395155.4
1361,152859.30909090908
1362,223015.1724137931
1363,138338.4794520548
1364,183453.16666666666
1365,179554.82926829267
1366,179554.82926829267
1367,228631.8524590164
1368,138338.4794520548
1369,118957.03314917127
1370,264676.0
1371,92870.48648648648
1372,138338.4794520548
1373,228631.8524590164
1374,755000.0
1375,228631.8524590164
1376,264676.0
1377,118957.03314917127
1378,152859.30909090908
1379,118957.03314917127
1380,152859.30909090908
1381,92870.48648648648
1382,183453.16666666666
1383,169500.0
1384,152859.30909090908
1385,118957.03314917127
1386,92870.48648648648
1387,311609.0
1388,229750.0
1389,329724.25
1390,118957.03314917127
1391,223015.1724137931
1392,152859.30909090908
1393,118957.03314917127
1394,183453.16666666666
1395,223015.1724137931
1396,294608.4827586207
1397,152859.30909090908
1398,138338.4794520548
1399,138338.4794520548
1400,138338.4794520548
1401,118957.03314917127
1402,183453.16666666666
1403,179554.82926829267
1404,264676.0
1405,92870.48648648648
1406,264676.0
1407,118957.03314917127
1408,118957.03314917127
1409,92870.48648648648
1410,228631.8524590164
1411,228631.8524590164
1412,138338.4794520548
1413,92870.48648648648
1414,264676.0
1415,183453.16666666666
1416,223015.1724137931
1417,152859.30909090908
1418,294608.4827586207
1419,147882.0636942675
1420,183453.16666666666
1421,183453.16666666666
1422,147882.0636942675
1423,118957.03314917127
1424,183453.16666666666
1425,147882.0636942675
1426,147882.0636942675
1427,253367.05263157896
1428,138338.4794520548
1429,118957.03314917127
1430,183453.16666666666
1431,152859.30909090908
1432,118957.03314917127
1433,92870.48648648648
1434,183453.16666666666
1435,147882.0636942675
1436,183453.16666666666
1437,92870.48648648648
1438,264676.0
1439,118957.03314917127
1440,179554.82926829267
1441,183453.16666666666
1442,118957.03314917127
1443,329724.25
1444,118957.03314917127
1445,194605.75
1446,118957.03314917127
1447,147882.0636942675
1448,294608.4827586207
1449,92870.48648648648
1450,118957.03314917127
1451,138338.4794520548
1452,264676.0
1453,118957.03314917127
1454,147882.0636942675
1455,179554.82926829267
1456,183453.16666666666
1457,183453.16666666666
1458,228631.8524590164
1459,147882.0636942675
1460,147882.0636942675
