Id,SalePrice
1403,211429.40769681963
1404,254047.7290924068
1405,90962.28236457543
1406,254931.48726377427
1407,106010.04099044355
1408,98106.10476690403
1409,97929.26673134626
1410,229690.67174729425
1411,225376.07782818214
1412,167964.33558829548
1413,65535.06294883706
1414,283324.2264202349
1415,174251.74031530414
1416,236053.5564914674
1417,148266.3687171199
1418,312188.5204231341
1419,135655.05647643306
1420,227959.06584568904
1421,166462.81149135611
1422,149047.87729564798
1423,144066.44008550094
1424,205722.82638252876
1425,148796.17135507148
1426,174122.09723484982
1427,245654.51247288426
1428,142427.52032969065
1429,87627.50225498423
1430,190514.5206882474
1431,171379.0811953115
1432,138780.53877718677
1433,61990.74561224412
1434,198319.05217545154
1435,138023.51193648775
1436,193688.01486648107
1437,100819.09286555019
1438,301017.3327562001
1439,175757.47859729978
1440,195688.33296472905
1441,216037.2509228629
1442,144454.60601206357
1443,311204.15713483887
1444,110563.12109754211
1445,222916.69387417473
1446,126752.93127051217
1447,138635.8378678572
1448,266934.59932548506
1449,87920.25406367774
1450,70674.7887128035
1451,145846.65731773712
1452,268917.22302479856
1453,136881.85967322916
1454,137064.2473102176
1455,193822.811727955
1456,189511.1635170587
1457,235592.46447380632
1458,225932.56809327868
1459,119604.77462242567
1460,145048.42567082832
